Solute,Solvent,Temperature_K,Solubility,Units
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,ethanol,313.2,0.2272365557740119,mol/L
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,ethanol,318.2,0.3012500517013036,mol/L
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,ethanol,323.2,0.3900881550016955,mol/L
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,ethanol,328.2,0.5103482345990175,mol/L
O=C(O)CCC(=O)O,ethanol,278.15,0.6393878097913267,mol/L
O=C(O)CCC(=O)O,ethanol,283.15,0.7232604894458318,mol/L
O=C(O)CCC(=O)O,ethanol,288.15,0.7586933670689732,mol/L
O=C(O)CCC(=O)O,ethanol,293.15,0.7850480220304119,mol/L
O=C(O)CCC(=O)O,ethanol,298.15,0.9446670879306828,mol/L
O=C(O)CCC(=O)O,ethanol,303.15,1.1454861098422038,mol/L
O=C(O)CCC(=O)O,ethanol,308.15,1.3723688755590109,mol/L
O=C(O)CCC(=O)O,ethanol,313.15,1.7799387874709671,mol/L
O=C(O)CCC(=O)O,ethanol,318.15,2.184421861868925,mol/L
O=C(O)CCC(=O)O,ethanol,323.15,2.6343504637824657,mol/L
O=C(O)CCC(=O)O,ethanol,328.15,3.225579774530876,mol/L
O=C(O)CCC(=O)O,ethanol,333.15,4.009770231991736,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,288.15,0.0005321089555705,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,293.15,0.0007249859513703,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,298.15,0.0009036444548353,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,303.15,0.0011527233308115,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,308.15,0.0015674730449577,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,313.15,0.001910982140314,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,318.15,0.0020164729107155,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,323.15,0.0024521982158783,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,328.15,0.0033433994116369,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,333.15,0.0038327490849533,mol/L
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,ethanol,338.15,0.0044631308722007,mol/L
CC(=O)NCC(=O)O,ethanol,278.15,0.0388513169470854,mol/L
CC(=O)NCC(=O)O,ethanol,282.15,0.0466834191446994,mol/L
CC(=O)NCC(=O)O,ethanol,286.15,0.0549395104620072,mol/L
CC(=O)NCC(=O)O,ethanol,290.15,0.0631295021532589,mol/L
CC(=O)NCC(=O)O,ethanol,293.15,0.0701248316011452,mol/L
CC(=O)NCC(=O)O,ethanol,297.15,0.0819654087076909,mol/L
CC(=O)NCC(=O)O,ethanol,302.15,0.0963406551505109,mol/L
CC(=O)NCC(=O)O,ethanol,307.15,0.1152608936667334,mol/L
CC(=O)NCC(=O)O,ethanol,311.15,0.1293300476930415,mol/L
CC(=O)NCC(=O)O,ethanol,315.15,0.1519031395543379,mol/L
CC(=O)NCC(=O)O,ethanol,319.15,0.1753662966011803,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,288.2,0.0003791076430416,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,293.2,0.000445572195541,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,298.2,0.0005112785376413,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,303.2,0.0005592782579979,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,308.2,0.0005898555829636,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,313.2,0.0009719964147951,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,318.2,0.001233134526862,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,323.2,0.0017232415489738,mol/L
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,ethanol,328.2,0.0020099594031853,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,280.35,0.2539385819032341,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,284.35,0.3333615023362568,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,288.15,0.437911809391167,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,292.25,0.5726003995177293,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,296.65,0.7335691376283245,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,300.25,0.9156546087690056,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,303.15,1.0934746162268387,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,307.65,1.416662967336944,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,311.15,1.7549659597634355,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,315.15,2.174868324775441,mol/L
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,ethanol,319.65,2.7418601495878128,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,281.15,0.5755121328041922,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,285.15,0.6855559541418136,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,289.15,0.8277823633052714,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,293.15,0.960472157643074,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,297.15,1.115790553131634,mol/L
O=C(O)[C@H](O)[C@@H](O)C(=O)O,ethanol,301.15,1.3025978547984551,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,273.15,0.3914301230371875,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,278.15,0.5028761091073705,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,283.15,0.6581265086383714,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,288.15,0.8836865861035246,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,293.15,1.20680405846893,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,298.15,1.7539786863599127,mol/L
Clc1ccc(OCCCBr)cc1,ethanol,303.15,2.8039727028210404,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,278.15,0.0050713984624184,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,283.15,0.0065641757255281,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,288.15,0.008338429861135,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,293.15,0.0104436596742959,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,298.15,0.0131036892818522,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,303.15,0.0161354233654059,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,308.15,0.0198424408338441,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,313.15,0.0242716332813232,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,318.15,0.0294957263634487,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,323.15,0.03562806955012,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,328.15,0.0428089088165003,mol/L
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,ethanol,333.15,0.0506086461574331,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,270.15,0.0001757433434388,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,280.15,0.0001912313698855,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,290.15,0.0002751211845934,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,300.15,0.0010373755433969,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,310.15,0.0033637605983736,mol/L
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,ethanol,320.15,0.0233086953179782,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,298.15,0.2684198799510893,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,300.15,0.3092343521842885,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,303.15,0.3549378313139189,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,308.15,0.4836932218798329,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,313.15,0.616919340412976,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,318.15,0.8085873247063442,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,323.15,1.1053728085204548,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,328.15,1.3717710773757317,mol/L
COC(=O)NCCCCCCNC(=O)OC,ethanol,333.15,1.794055693195001,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,288.15,0.0013487621285704,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,293.15,0.0016168199374035,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,298.15,0.0018926481659538,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,303.15,0.0022072634433529,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,308.15,0.0026277894722441,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,313.15,0.0032204240802381,mol/L
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ethanol,318.15,0.0037550309267425,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,277.85,0.0005333163362117,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,288.45,0.0007873119133062,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,298.45,0.0010785334533088,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,308.35,0.0015165988381552,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,313.45,0.001960312207875,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,329.75,0.0036019518435853,mol/L
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ethanol,333.65,0.0041753360691625,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,278.2,0.0077560039374786,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,283.2,0.0088011965939975,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,288.2,0.010208985518187,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,293.2,0.0118275094784771,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,298.2,0.0142198594049213,mol/L
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ethanol,303.2,0.0171340447741194,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,283.15,2.170477269055658,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,288.15,2.824203214796415,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,293.15,3.7519024073433447,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,298.15,4.669469072492065,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,303.15,5.900054814211567,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,308.15,7.226146188570442,mol/L
CC(=O)CCc1ccc(O)cc1,ethanol,313.15,9.305924134961938,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,278.15,0.0037483676815986,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,283.15,0.0048750270554044,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,288.15,0.0063650762873615,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,293.15,0.0080056674517248,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,298.15,0.010174086492835,mol/L
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ethanol,303.15,0.0128345807299553,mol/L
CC(=O)c1cnccn1,ethanol,268.35,0.1294858437561751,mol/L
CC(=O)c1cnccn1,ethanol,273.15,0.1966240535858907,mol/L
CC(=O)c1cnccn1,ethanol,278.15,0.240211719670459,mol/L
CC(=O)c1cnccn1,ethanol,283.21,0.3139997696306637,mol/L
CC(=O)c1cnccn1,ethanol,288.15,0.4071838451938135,mol/L
CC(=O)c1cnccn1,ethanol,293.05,0.6161305025677795,mol/L
CC(=O)c1cnccn1,ethanol,298.15,0.771633053099397,mol/L
CC(=O)c1cnccn1,ethanol,303.15,0.9713743120184158,mol/L
CC(=O)c1cnccn1,ethanol,308.35,1.3210013830797998,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,283.15,0.1796511779219891,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,285.65,0.1943161170979566,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,288.15,0.2091476409747287,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,290.65,0.2261752574543593,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,293.15,0.2442262187212063,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,295.65,0.2636085288430874,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,298.15,0.2858515659468089,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,300.65,0.3097666917405012,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,303.15,0.3334097235842195,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,305.65,0.3574175859756374,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,308.15,0.3838645594608275,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,310.65,0.4102624679605419,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,313.15,0.4424757166278449,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,315.65,0.4748481712066476,mol/L
Cc1cccc(C(=O)O)c1[N+](=O)[O-],ethanol,318.15,0.5088019405508116,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,278.15,0.5555181251208575,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,283.15,0.683887844451347,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,288.15,0.7774836218843176,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,293.15,0.9134234186954244,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,298.15,1.0901632120021023,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,303.15,1.301369793054577,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,308.15,1.539446188986311,mol/L
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,ethanol,313.15,1.8830590824440256,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,278.15,0.0541774357034097,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,283.15,0.056974041933014,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,288.15,0.0582270267036427,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,293.15,0.0593322549415553,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,298.15,0.0605678408801958,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,303.15,0.0617550702080743,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,308.15,0.0630969723193104,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,313.15,0.0644417876993518,mol/L
Cc1ccc(S(=O)[O-])cc1.[Na+],ethanol,318.15,0.0657441567322284,mol/L
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,ethanol,278.15,0.0597891372145426,mol/L
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,ethanol,283.15,0.071625318369901,mol/L
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,ethanol,288.15,0.0766232544274328,mol/L
