Temperature_K,MW,LogP,TPSA,Solvent_water
298,386.6210000000001,4.635500000000003,95.58,1.0
298,385.6370000000001,4.601900000000001,101.36999999999999,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,469.92900000000026,4.233800000000003,115.10999999999999,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,278.348,3.3122000000000025,52.60000000000001,1.0
298,214.21999999999997,3.264400000000002,35.53,1.0
298,170.25199999999998,2.8895000000000017,26.3,1.0
298,182.22299999999998,0.32850000000000007,58.2,1.0
298,108.184,2.6728000000000014,0.0,1.0
298,205.286,0.5903999999999998,57.120000000000005,1.0
298,240.80299999999994,2.6637000000000013,27.69,1.0
298,733.0020000000002,12.05423999999998,121.38000000000001,1.0
298,122.16699999999999,2.00904,20.23,1.0
298,230.30399999999995,3.0566000000000013,74.6,1.0
298,278.348,3.600400000000003,52.60000000000001,1.0
298,678.6960000000004,-0.3840799999999942,172.59999999999997,1.0
298,230.219,2.0343999999999993,77.75999999999999,1.0
298,368.04900000000004,3.9681000000000015,0.0,1.0
298,91.139,-1.3067000000000002,64.07,1.0
298,147.00399999999996,2.9934000000000003,0.0,1.0
298,266.381,4.163100000000004,43.370000000000005,1.0
298,266.381,3.730800000000003,43.370000000000005,1.0
298,2216.691000000001,29.64000000000008,395.25000000000006,1.0
298,402.57200000000023,4.538800000000004,71.06,1.0
298,247.97400000000002,1.2939,0.0,1.0
298,218.202,3.195800000000001,17.07,1.0
298,292.37500000000006,4.430900000000003,63.6,1.0
298,474.8340000000004,5.244800000000006,55.38000000000001,1.0
298,313.482,4.6685000000000025,66.4,1.0
298,248.32199999999995,3.2977000000000025,35.53,1.0
298,313.482,4.6685000000000025,66.4,1.0
298,162.276,4.009200000000003,0.0,1.0
298,313.482,4.6685000000000025,66.4,1.0
298,754.6979999999995,13.388699999999977,6.48,1.0
298,272.14500000000004,4.120180000000003,23.79,1.0
298,819.3979999999995,15.420399999999969,76.66,1.0
298,269.47299999999996,4.925500000000005,29.1,1.0
298,899.1279999999997,5.911600000000007,170.05999999999997,1.0
298,502.30700000000024,-10.5546,288.75,1.0
298,230.31,5.0206000000000035,0.0,1.0
298,278.348,3.600400000000003,52.60000000000001,1.0
298,202.25599999999997,4.584000000000002,0.0,1.0
298,278.348,3.600400000000003,52.60000000000001,1.0
298,482.7900000000005,9.186800000000003,52.60000000000001,1.0
298,482.7900000000005,9.186800000000003,52.60000000000001,1.0
298,482.7900000000005,9.186800000000003,52.60000000000001,1.0
298,193.33399999999997,4.286780000000004,23.79,1.0
298,313.35699999999997,2.9300000000000015,58.85,1.0
298,390.5640000000003,6.433000000000007,52.60000000000001,1.0
298,234.298,4.418800000000003,9.23,1.0
298,482.7900000000005,9.186800000000003,52.60000000000001,1.0
298,532.6840000000002,8.713220000000003,50.800000000000004,1.0
298,296.62,2.8736000000000015,36.92,1.0
298,186.11299999999997,1.8205999999999996,35.53,1.0
298,291.31,2.3476800000000004,95.97999999999999,1.0
298,625.3890000000002,4.580500000000004,205.17,1.0
298,580.9380000000003,4.471400000000004,205.17,1.0
298,889.5329999999993,18.179299999999984,112.65,1.0
298,765.9999999999998,10.377099999999993,156.45999999999998,1.0
298,82.942,-0.2401,34.14,1.0
298,82.942,-0.2401,34.14,1.0
298,74.09200000000001,-0.7343999999999999,60.0,1.0
298,283.88699999999994,1.8989999999999991,3.88,1.0
298,180.20299999999997,1.76684,46.53,1.0
298,180.20299999999997,1.76684,46.53,1.0
298,665.226,6.037400000000007,106.59000000000003,1.0
298,652.5740000000003,-5.246899999999993,217.54999999999998,1.0
298,136.14999999999998,1.5948,37.3,1.0
298,96.381,-0.9992000000000001,57.0,1.0
298,302.41400000000004,3.058200000000001,54.37,1.0
298,601.5080000000004,-0.9071999999999971,213.24999999999997,1.0
298,24.305,-0.3808,0.0,1.0
298,192.302,3.8243000000000027,17.07,1.0
298,330.801,3.6797000000000004,20.23,1.0
298,138.17,1.0110000000000001,23.55,1.0
298,154.12499999999997,0.8825999999999998,89.38999999999999,1.0
298,24.305,-0.3808,0.0,1.0
298,172.571,1.8304,69.16,1.0
298,160.10399999999996,-3.2402999999999986,60.36,1.0
298,56.077000000000005,-0.49960000000000004,17.07,1.0
298,179.135,0.7643999999999997,91.78999999999999,1.0
298,321.38300000000004,0.8504000000000003,90.27000000000001,1.0
298,1445.578,12.595639999999985,343.2,1.0
298,180.20299999999997,1.76684,46.53,1.0
298,74.09200000000001,-0.7343999999999999,60.0,1.0
298,140.13799999999995,0.9077999999999999,50.44,1.0
298,222.23999999999995,2.04,52.60000000000001,1.0
298,150.177,1.4021,26.3,1.0
298,625.8850000000003,9.993099999999997,80.25999999999999,1.0
298,323.29400000000004,-1.8582999999999998,106.1,1.0
298,171.58299999999997,2.5566200000000006,43.14,1.0
298,140.569,2.1525,17.07,1.0
298,74.09200000000001,-0.7343999999999999,60.0,1.0
298,464.13800000000015,-12.440800000000001,345.0,1.0
298,120.623,2.805500000000001,0.0,1.0
298,168.11399999999998,1.6680000000000001,26.3,1.0
298,879.8590000000002,-1.571699999999999,93.4,1.0
298,394.99200000000013,-1.4038,157.11,1.0
298,167.25799999999998,2.9588900000000002,15.79,1.0
298,150.22099999999998,2.824020000000002,20.23,1.0
298,128.215,2.5458000000000007,17.07,1.0
298,228.28799999999995,2.6885,74.6,1.0
298,284.39599999999996,4.104800000000003,74.6,1.0
298,147.00400000000002,2.993400000000001,0.0,1.0
298,302.458,4.125200000000003,37.3,1.0
298,513.3600000000002,-0.2568999999999997,140.12,1.0
298,464.13800000000015,-12.440800000000001,345.0,1.0
298,464.13800000000015,-12.440800000000001,345.0,1.0
298,340.41900000000004,3.1846000000000014,74.6,1.0
298,1111.4490000000003,-2.6679999999999993,541.5,1.0
298,468.5550000000003,3.0423,186.65999999999997,1.0
298,304.386,2.7432000000000007,52.6,1.0
298,314.46900000000005,4.723500000000005,34.14,1.0
298,174.06,-6.3509,85.5,1.0
298,367.43000000000006,4.131400000000002,87.30000000000001,1.0
298,174.06,-6.3509,85.5,1.0
298,184.27899999999997,2.9320000000000013,26.3,1.0
298,174.06,-6.3509,85.5,1.0
298,772.498,12.44509999999998,36.92,1.0
298,281.23299999999995,4.147200000000001,49.33,1.0
298,424.7580000000002,7.876200000000009,32.34,1.0
298,174.06,-6.3509,85.5,1.0
298,194.27399999999997,2.3742,26.3,1.0
298,62.137,0.9360999999999999,0.0,1.0
298,166.176,1.5689,46.53,1.0
298,263.42499999999995,4.0488000000000035,23.47,1.0
298,144.55700000000002,1.7511999999999999,40.46,1.0
298,74.07900000000001,0.17930000000000001,26.3,1.0
298,74.07900000000001,0.17930000000000001,26.3,1.0
298,142.19799999999995,1.9058,26.3,1.0
298,62.499,1.3687,0.0,1.0
298,346.46400000000017,5.640600000000006,71.06,1.0
298,332.50000000000006,5.705400000000002,25.78,1.0
298,154.253,2.9579000000000013,17.07,1.0
298,170.25199999999998,1.7148999999999999,29.46,1.0
298,176.259,2.9415000000000013,17.07,1.0
298,137.01999999999998,2.1814,0.0,1.0
298,211.26799999999997,2.7449000000000012,50.41,1.0
298,351.4190000000001,-0.9891999999999961,106.53,1.0
298,208.301,3.0183000000000018,18.46,1.0
298,220.38499999999993,2.690800000000001,27.69,1.0
298,201.30999999999997,2.5406000000000004,63.32,1.0
298,186.295,2.987800000000002,18.46,1.0
298,168.27999999999997,3.1578000000000017,9.23,1.0
298,153.823,2.5529,0.0,1.0
298,1445.578,12.595639999999985,343.2,1.0
298,70.013,1.1784999999999999,0.0,1.0
298,147.388,1.5554999999999999,17.07,1.0
298,192.001,2.9016,43.14,1.0
298,166.26399999999998,2.5071000000000003,20.23,1.0
298,218.08999999999995,1.59889,59.699999999999996,1.0
298,147.00400000000002,2.993400000000001,0.0,1.0
298,248.35099999999997,1.3739,53.99000000000001,1.0
298,158.28499999999997,2.9753000000000016,20.23,1.0
298,392.87900000000025,4.304700000000003,90.28999999999999,1.0
298,344.37,1.0114,160.78,1.0
298,344.38900000000007,2.2149999999999994,139.12,1.0
298,173.17100000000002,1.1159999999999999,37.38,1.0
298,188.23,2.10762,32.67,1.0
298,149.94199999999998,-0.8211000000000004,57.53,1.0
298,176.25900000000001,2.9433000000000016,17.07,1.0
298,144.21399999999997,2.1298000000000004,26.3,1.0
298,116.46900000000001,2.2603,0.0,1.0
298,88.106,0.5694,26.3,1.0
298,230.39199999999994,3.916200000000003,29.46,1.0
298,122.16699999999996,2.0853,9.23,1.0
298,201.30999999999997,2.5406000000000004,63.32,1.0
298,505.4580000000002,3.3366,177.57999999999998,1.0
298,349.492,4.932000000000005,43.370000000000005,1.0
298,120.19499999999996,2.5287000000000006,0.0,1.0
298,268.36,4.159400000000003,23.550000000000004,1.0
298,147.00400000000002,2.993400000000001,0.0,1.0
298,193.24599999999998,2.2257000000000002,52.32,1.0
298,185.35499999999993,3.6887000000000025,3.24,1.0
298,610.5650000000003,-1.1566000000000003,234.28999999999996,1.0
298,194.31799999999996,4.048300000000003,17.07,1.0
298,228.24699999999999,2.749200000000001,46.53,1.0
298,347.1750000000002,6.635600000000007,0.0,1.0
298,218.202,3.195800000000001,17.07,1.0
298,58.319,-0.7343999999999999,60.0,1.0
298,86.373,-2.4277999999999986,46.12,1.0
298,112.412,-0.0025,0.0,1.0
298,94.49700000000001,0.3098,37.3,1.0
298,610.5650000000003,-1.1566000000000003,234.28999999999996,1.0
298,235.215,-1.8710000000000013,193.45,1.0
298,390.4640000000001,5.573700000000003,78.42999999999999,1.0
298,234.33599999999993,3.6060000000000025,36.92,1.0
298,186.279,3.8378000000000023,0.0,1.0
298,496.5410000000003,3.2470000000000008,145.02,1.0
298,161.031,3.301820000000001,0.0,1.0
298,285.89699999999993,3.6107999999999993,43.370000000000005,1.0
298,285.491,2.8607000000000014,44.760000000000005,1.0
298,165.403,0.6672999999999998,40.46,1.0
298,545.3950000000002,2.2958,171.79,1.0
298,46.069,-0.0014000000000000123,20.23,1.0
298,158.241,2.821600000000001,37.3,1.0
298,144.214,2.4315000000000007,37.3,1.0
298,138.166,1.7038,18.46,1.0
298,204.31300000000005,3.578400000000003,9.23,1.0
298,136.194,1.6115,20.23,1.0
298,401.45300000000026,3.1751000000000023,80.25999999999999,1.0
298,192.30199999999996,3.370000000000002,17.07,1.0
298,278.26000000000005,0.7977999999999998,77.66,1.0
298,154.253,3.102000000000001,17.07,1.0
298,154.253,2.6714000000000016,20.23,1.0
298,900.912,-2.1253999999999884,286.8,1.0
298,136.194,2.3174600000000005,20.23,1.0
298,84.04,1.5686000000000002,0.0,1.0
298,224.25599999999997,1.0112999999999999,66.76,1.0
298,73.12,0.7190000000000001,12.36,1.0
298,240.306,3.3792000000000018,23.550000000000004,1.0
298,256.3419999999999,2.987400000000002,52.60000000000001,1.0
298,158.285,2.975300000000002,20.23,1.0
298,33.03,-0.6657000000000002,46.25,1.0
298,205.07499999999996,-1.709899999999999,80.25999999999999,1.0
298,192.214,1.6895999999999998,38.83,1.0
298,144.258,2.583600000000001,20.23,1.0
298,164.204,2.1398,26.3,1.0
298,407.91000000000025,3.1751000000000023,80.25999999999999,1.0
298,166.22,1.8856,26.3,1.0
298,101.193,1.3481,3.24,1.0
298,381.69300000000015,5.942000000000005,50.08,1.0
298,62.137,0.9792,0.0,1.0
298,129.185,-2.9583999999999993,12.03,1.0
298,150.177,1.8633,26.3,1.0
298,196.464,3.229,26.02,1.0
298,230.909,3.5617,12.89,1.0
298,188.182,2.2436000000000003,57.53,1.0
298,204.35699999999994,5.223500000000005,0.0,1.0
298,190.28599999999994,3.502500000000002,17.07,1.0
298,372.76600000000013,10.406099999999995,0.0,1.0
298,72.151,2.1965000000000003,0.0,1.0
298,72.151,2.1965000000000003,0.0,1.0
298,70.135,1.9725,0.0,1.0
298,1357.501,-14.767800000000001,544.99,1.0
298,196.065,2.6341,0.0,1.0
298,596.117,9.694599999999998,9.23,1.0
298,372.76600000000013,10.406099999999995,0.0,1.0
298,72.151,2.1965000000000003,0.0,1.0
298,70.135,1.9725,0.0,1.0
298,164.20399999999998,2.433900000000001,29.46,1.0
298,134.178,2.11594,17.07,1.0
298,138.166,1.7038,18.46,1.0
298,277.257,-0.5583,132.03,1.0
298,166.13199999999998,1.083,74.6,1.0
298,879.8590000000002,-1.571699999999999,93.4,1.0
298,166.13199999999998,1.083,74.6,1.0
298,116.15999999999998,1.3496000000000001,26.3,1.0
298,344.37,1.0114,160.78,1.0
298,197.146,1.1214999999999997,89.66999999999999,1.0
298,206.289,2.4912,32.34,1.0
298,74.922,-0.3808,0.0,1.0
298,625.8850000000003,9.993099999999997,80.25999999999999,1.0
298,223.19899999999998,-0.49960000000000004,17.07,1.0
298,239.322,3.361740000000001,50.41,1.0
298,217.31199999999998,3.692700000000002,21.259999999999998,1.0
298,269.51699999999994,6.029300000000006,3.24,1.0
298,158.285,3.119400000000002,20.23,1.0
298,376.58100000000013,6.289300000000007,46.53,1.0
298,204.35699999999997,4.4150000000000045,0.0,1.0
298,242.27399999999997,2.7917000000000014,46.53,1.0
298,198.30599999999995,3.3221000000000016,26.3,1.0
298,214.34899999999996,4.080300000000003,26.3,1.0
298,284.311,3.0889000000000015,52.6,1.0
298,310.17400000000004,-6.791600000000001,172.5,1.0
298,212.33299999999997,3.544500000000003,26.3,1.0
298,248.35099999999997,1.3739,53.99000000000001,1.0
298,197.28100000000003,3.9278800000000027,23.79,1.0
298,196.29,3.242200000000002,26.3,1.0
298,296.153,4.364100000000001,49.33,1.0
298,272.26,3.2882000000000016,86.28,1.0
298,206.329,4.106000000000003,20.23,1.0
298,220.35600000000002,4.685300000000005,20.23,1.0
298,315.2850000000001,1.9545999999999997,124.56,1.0
298,334.03200000000004,2.3964000000000008,4.44,1.0
298,430.90700000000004,4.682900000000003,44.760000000000005,1.0
298,316.39700000000005,2.7547000000000015,58.92,1.0
298,316.39700000000005,2.7547000000000015,58.92,1.0
298,166.13199999999998,1.083,74.6,1.0
298,322.37500000000006,2.007599999999999,0.0,1.0
298,316.39700000000005,2.7547000000000015,58.92,1.0
298,144.258,2.7293000000000016,20.23,1.0
298,146.42600000000002,-0.35609999999999997,60.0,1.0
298,776.82,7.672400000000009,87.04,1.0
298,154.253,2.6477000000000013,17.07,1.0
298,154.253,2.6714000000000016,20.23,1.0
298,158.241,2.821600000000001,37.3,1.0
298,144.214,2.4315000000000007,37.3,1.0
298,196.464,3.229,26.02,1.0
298,138.16599999999997,1.7038,18.46,1.0
298,240.24099999999999,-1.612999999999999,164.68999999999997,1.0
298,282.206,-6.497199999999997,114.39999999999998,1.0
298,398.47700000000026,4.594400000000005,72.45000000000002,1.0
298,232.28,-0.10479999999999862,98.66,1.0
298,165.403,0.6672999999999998,40.46,1.0
298,116.204,2.2131,9.23,1.0
298,225.55299999999994,3.2670000000000003,43.14,1.0
298,192.00099999999998,2.901600000000001,43.14,1.0
298,222.117,-1.6463999999999996,139.14000000000001,1.0
298,392.4670000000002,1.8957000000000002,94.83,1.0
298,286.415,4.087400000000003,34.14,1.0
298,190.28599999999994,3.502500000000002,17.07,1.0
298,639.0280000000001,7.55640000000001,120.72,1.0
298,154.253,2.2171000000000003,20.23,1.0
298,168.27999999999997,3.0599000000000016,20.23,1.0
298,378.33300000000014,0.3533999999999997,116.49,1.0
298,176.25900000000001,2.7531000000000008,9.23,1.0
298,172.26799999999997,2.765900000000001,26.3,1.0
298,145.16099999999997,1.9403999999999995,33.120000000000005,1.0
298,940.2560000000002,-6.847700000000019,319.59999999999997,1.0
298,99.404,-0.35609999999999997,60.0,1.0
298,62.137,0.9792,0.0,1.0
298,128.21499999999997,2.5458000000000007,17.07,1.0
298,166.21999999999994,2.484000000000001,18.46,1.0
298,56.108000000000004,1.5824,0.0,1.0
298,152.146,-2.9463000000000004,101.15,1.0
298,68.11900000000001,1.7485,0.0,1.0
298,114.12199999999999,-0.016699999999999826,74.6,1.0
298,158.24099999999999,2.5199000000000007,26.3,1.0
298,438.78900000000027,5.921700000000004,62.11,1.0
298,158.285,2.831200000000002,20.23,1.0
298,808.7810000000003,-2.160159999999992,282.44,1.0
298,114.12199999999999,-0.016699999999999826,74.6,1.0
298,120.15099999999995,1.8892,17.07,1.0
298,288.43100000000004,3.8792000000000026,37.3,1.0
298,170.29599999999996,3.283900000000002,20.23,1.0
298,144.21399999999997,2.1298000000000004,26.3,1.0
298,102.17699999999999,1.559,20.23,1.0
298,180.203,1.7583,35.53,1.0
298,166.13199999999998,1.083,74.6,1.0
298,164.248,2.2576,17.07,1.0
298,196.28999999999996,3.9508000000000028,40.46,1.0
298,122.16699999999999,2.00904,20.23,1.0
298,186.207,-0.0025,0.0,1.0
298,136.194,2.13,20.23,1.0
298,188.14799999999994,2.9080000000000013,17.07,1.0
298,162.019,2.5756000000000006,26.02,1.0
298,196.29,2.7643000000000013,26.3,1.0
298,358.40100000000007,-0.21709999999999935,153.61,1.0
298,182.58999999999997,-3.2054,86.25,1.0
298,354.53700000000003,7.043060000000007,0.0,1.0
298,136.23799999999997,3.4750000000000023,0.0,1.0
298,88.10600000000001,-0.47280000000000005,40.46,1.0
298,180.203,1.7583,35.53,1.0
298,246.30299999999994,1.1753999999999998,53.99,1.0
298,114.12199999999999,-0.016699999999999826,74.6,1.0
298,272.282,-0.8693999999999988,109.93,1.0
298,183.11899999999997,0.9985999999999999,100.66999999999999,1.0
298,158.241,2.821600000000001,37.3,1.0
298,172.268,3.2117000000000013,37.3,1.0
298,391.594,5.958400000000009,77.75999999999999,1.0
298,134.22199999999998,3.2001000000000017,0.0,1.0
298,58.123999999999995,1.6622999999999999,0.0,1.0
298,58.123999999999995,1.8064,0.0,1.0
298,30.07,1.0262,0.0,1.0
298,16.043,0.6361,0.0,1.0
298,44.096999999999994,1.4163,0.0,1.0
298,178.275,2.9579000000000013,17.07,1.0
298,152.149,1.0192999999999999,57.53,1.0
298,180.203,1.7583,35.53,1.0
298,122.16699999999999,2.00904,20.23,1.0
298,57.043000000000006,-5.5033,36.5,1.0
298,604.4830000000003,-8.055000000000014,213.05999999999997,1.0
298,187.20600000000005,0.7029999999999998,90.71,1.0
298,210.31699999999995,3.320500000000002,26.3,1.0
298,58.123999999999995,1.6622999999999999,0.0,1.0
298,58.123999999999995,1.8064,0.0,1.0
298,30.07,1.0262,0.0,1.0
298,16.043,0.6361,0.0,1.0
298,44.096999999999994,1.4163,0.0,1.0
298,217.31199999999998,3.692700000000002,21.259999999999998,1.0
298,261.94399999999996,3.8546000000000014,0.0,1.0
298,24.305,-0.3808,0.0,1.0
298,277.32300000000004,4.106120000000002,49.33,1.0
298,310.17400000000004,-6.791600000000001,172.5,1.0
298,196.29,3.242200000000002,26.3,1.0
298,289.54499999999996,5.144700000000002,29.46,1.0
298,222.031,1.1522,78.1,1.0
298,160.326,3.6652000000000027,0.0,1.0
298,685.596,-1.4160000000000001,36.92,1.0
298,393.7000000000002,8.452700000000007,20.310000000000002,1.0
298,222.32799999999995,3.320500000000002,26.3,1.0
298,222.031,1.1522,78.1,1.0
298,186.295,3.3001000000000023,26.3,1.0
298,2560.7229999999945,68.54113999999966,0.0,1.0
298,1590.843999999999,40.751839999999945,0.0,1.0
298,925.6969999999994,24.580600000000036,0.0,1.0
298,743.3460000000002,19.800799999999988,0.0,1.0
298,689.0840000000001,16.475799999999964,0.0,1.0
298,128.17399999999995,2.839800000000001,0.0,1.0
298,159.59799999999998,-0.6184000000000001,34.14,1.0
298,220.26799999999992,2.8817000000000013,46.53,1.0
298,136.238,3.308900000000002,0.0,1.0
298,196.29,3.242200000000002,26.3,1.0
298,302.458,4.594400000000005,29.46,1.0
